CIWS Data Logger Output File
DataloggerName: 0003
SiteName: Site 0003
SiteDescription: Neptune T10 Residential Water Meter
TimeStamp,RecordNumber,Mem_Space_Available,Battery_Voltage,Water_Meter_Pulses,N/A,N/A,N/A
2018-07-11 14:16:11.107519,1,10411671552,10.6170087977,0,0,0,0
2018-07-11 14:16:15.151011,2,10411671552,10.6046920821,1,0,0,0
2018-07-11 14:16:19.169330,3,10411671552,10.5923753666,0,0,0,0
2018-07-11 14:16:23.190526,4,10411671552,10.6170087977,0,0,0,0
2018-07-11 14:16:27.209506,5,10411671552,10.580058651,1,0,0,0
2018-07-11 14:16:31.227511,6,10411667456,10.5677419355,29,0,0,0
2018-07-11 14:16:35.245908,7,10411667456,10.5677419355,35,0,0,0
2018-07-11 14:16:39.263888,8,10411667456,10.6046920821,35,0,0,0
2018-07-11 14:16:43.283030,9,10411667456,10.6046920821,35,0,0,0
2018-07-11 14:16:47.301412,10,10411667456,10.580058651,35,0,0,0
2018-07-11 14:16:51.318465,11,10411667456,10.5677419355,35,0,0,0
2018-07-11 14:16:55.337389,12,10411667456,10.580058651,34,0,0,0
2018-07-11 14:16:59.358049,13,10411663360,10.580058651,6,0,0,0
2018-07-11 14:17:03.377756,14,10411663360,10.580058651,0,0,0,0
2018-07-11 14:17:07.399378,15,10411663360,10.5554252199,0,0,0,0
2018-07-11 14:17:11.420654,16,10411663360,10.6293255132,0,0,0,0
2018-07-11 14:17:15.441707,17,10411663360,10.5554252199,0,0,0,0
2018-07-11 14:17:19.462219,18,10411663360,10.580058651,0,0,0,0
2018-07-11 14:17:23.483208,19,10411663360,10.580058651,0,0,0,0
2018-07-11 14:17:27.503453,20,10411663360,10.5923753666,0,0,0,0
2018-07-11 14:17:31.524648,21,10411659264,10.5923753666,0,0,0,0
2018-07-11 14:17:35.546140,22,10411659264,10.6046920821,0,0,0,0
2018-07-11 14:17:39.566298,23,10411659264,10.5677419355,0,0,0,0
2018-07-11 14:17:43.588227,24,10411659264,10.6046920821,0,0,0,0
2018-07-11 14:17:47.609128,25,10411659264,10.5554252199,0,0,0,0
2018-07-11 14:17:51.630373,26,10411659264,10.580058651,0,0,0,0
2018-07-11 14:17:55.652143,27,10411659264,10.6046920821,0,0,0,0
2018-07-11 14:17:59.673753,28,10411655168,10.5677419355,0,0,0,0
2018-07-11 14:18:03.694633,29,10411655168,10.6293255132,0,0,0,0
2018-07-11 14:18:07.714951,30,10411655168,10.580058651,0,0,0,0
2018-07-11 14:18:11.735260,31,10411655168,10.5554252199,0,0,0,0
2018-07-11 14:18:15.756156,32,10411655168,10.5677419355,0,0,0,0
2018-07-11 14:18:19.777359,33,10411655168,10.6170087977,0,0,0,0
2018-07-11 14:18:23.798571,34,10411655168,10.6046920821,0,0,0,0
2018-07-11 14:18:27.820541,35,10411651072,10.6170087977,0,0,0,0
2018-07-11 14:18:31.842433,36,10411651072,10.6170087977,0,0,0,0
2018-07-11 14:18:35.863586,37,10411651072,10.5677419355,0,0,0,0
2018-07-11 14:18:39.884128,38,10411651072,10.5554252199,0,0,0,0
2018-07-11 14:18:43.904835,39,10411651072,10.5923753666,0,0,0,0
2018-07-11 14:18:47.926436,40,10411651072,10.580058651,0,0,0,0
2018-07-11 14:18:51.946003,41,10411651072,10.5554252199,1,0,0,0
2018-07-11 14:18:55.967706,42,10411646976,10.5554252199,1,0,0,0
2018-07-11 14:18:59.987212,43,10411646976,10.5554252199,1,0,0,0
2018-07-11 14:19:04.006164,44,10411646976,10.5677419355,1,0,0,0
2018-07-11 14:19:08.027787,45,10411646976,10.5431085044,0,0,0,0
2018-07-11 14:19:12.047318,46,10411642880,10.5923753666,1,0,0,0
2018-07-11 14:19:16.068057,47,10411642880,10.6170087977,0,0,0,0
2018-07-11 14:19:20.088814,48,10411642880,10.580058651,0,0,0,0
2018-07-11 14:19:24.109745,49,10411638784,10.5554252199,0,0,0,0
2018-07-11 14:19:28.129923,50,10411638784,10.6046920821,0,0,0,0
2018-07-11 14:19:32.151928,51,10411638784,10.5554252199,0,0,0,0
2018-07-11 14:19:36.172835,52,10411638784,10.5554252199,0,0,0,0
2018-07-11 14:19:40.194647,53,10411638784,10.5677419355,0,0,0,0
2018-07-11 14:19:44.216129,54,10411638784,10.580058651,4,0,0,0
2018-07-11 14:19:48.236876,55,10411638784,10.5677419355,6,0,0,0
2018-07-11 14:19:52.258466,56,10411634688,10.5677419355,5,0,0,0
2018-07-11 14:19:56.280197,57,10411634688,10.5554252199,0,0,0,0
