CIWS Data Logger Output File
DataloggerName: 0003
SiteName: Site 0003
SiteDescription: Neptune T10 Residential Water Meter
TimeStamp,RecordNumber,Mem_Space_Available,Battery_Voltage,Water_Meter_Pulses,N/A,N/A,N/A
2018-07-13 14:18:12.518691,1,10410979328,11.1835777126,0,0,0,0
2018-07-13 14:18:16.564366,2,10410979328,11.1343108504,0,0,0,0
2018-07-13 14:18:20.584355,3,10410979328,11.1343108504,0,0,0,0
2018-07-13 14:18:24.604439,4,10410975232,11.1343108504,0,0,0,0
2018-07-13 14:18:28.626213,5,10410975232,11.1589442815,0,0,0,0
2018-07-13 14:18:32.643995,6,10410975232,11.1343108504,1,0,0,0
2018-07-13 14:18:36.652759,7,10410975232,11.1958944282,0,0,0,0
2018-07-13 14:18:40.662633,8,10410975232,11.146627566,0,0,0,0
2018-07-13 14:18:44.671416,9,10410975232,11.1589442815,0,0,0,0
2018-07-13 14:18:48.680931,10,10410975232,11.1712609971,0,0,0,0
2018-07-13 14:18:52.700308,11,10410971136,11.1219941349,0,0,0,0
2018-07-13 14:18:56.721114,12,10410971136,11.1219941349,0,0,0,0
2018-07-13 14:19:00.742860,13,10410971136,11.1343108504,0,0,0,0
2018-07-13 14:19:04.763230,14,10410971136,11.1343108504,0,0,0,0
2018-07-13 14:19:08.785130,15,10410971136,11.1096774194,0,0,0,0
2018-07-13 14:19:12.805556,16,10410971136,11.146627566,1,0,0,0
2018-07-13 14:19:16.815952,17,10410971136,11.1589442815,0,0,0,0
2018-07-13 14:19:20.824491,18,10410971136,11.1096774194,0,0,0,0
2018-07-13 14:19:24.834569,19,10410967040,11.1219941349,0,0,0,0
2018-07-13 14:19:28.844864,20,10410967040,11.1835777126,0,0,0,0
2018-07-13 14:19:32.854598,21,10410967040,11.1343108504,0,0,0,0
2018-07-13 14:19:36.864770,22,10410967040,11.1343108504,0,0,0,0
2018-07-13 14:19:40.884722,23,10410967040,11.1096774194,0,0,0,0
2018-07-13 14:19:44.905658,24,10410967040,11.1712609971,0,0,0,0
2018-07-13 14:19:48.927135,25,10410967040,11.1589442815,0,0,0,0
