CIWS Data Logger Output File
DataloggerName: 0002
SiteName: Site 0002
SiteDescription: Neptune T10 Residential Water Meter
TimeStamp,RecordNumber,Mem_Space_Available,Battery_Voltage,Water_Meter_Pulses,N/A,N/A,N/A
2018-07-16 10:30:15.726767,1,8253280256,10.9865102639,0,0,0,0
2018-07-16 10:30:19.778824,2,8253280256,11.0234604106,0,0,0,0
2018-07-16 10:30:23.803529,3,8253280256,11.0357771261,0,0,0,0
2018-07-16 10:30:27.824739,4,8253280256,11.0234604106,0,0,0,0
2018-07-16 10:30:31.845761,5,8253276160,11.011143695,0,0,0,0
2018-07-16 10:30:35.866783,6,8253276160,10.9988269795,0,0,0,0
2018-07-16 10:30:39.887213,7,8253276160,11.011143695,0,0,0,0
2018-07-16 10:30:43.908961,8,8253276160,10.9741935484,0,0,0,0
2018-07-16 10:30:47.929242,9,8253276160,10.9618768328,0,0,0,0
2018-07-16 10:30:51.949309,10,8253276160,11.011143695,0,0,0,0
2018-07-16 10:30:55.969394,11,8253276160,10.9741935484,0,0,0,0
2018-07-16 10:30:59.991309,12,8253272064,10.9865102639,0,0,0,0
2018-07-16 10:31:04.011854,13,8253272064,10.9741935484,0,0,0,0
2018-07-16 10:31:08.033050,14,8253272064,10.9618768328,0,0,0,0
2018-07-16 10:31:12.053533,15,8253272064,10.9865102639,0,0,0,0
2018-07-16 10:31:16.075039,16,8253272064,10.9988269795,0,0,0,0
2018-07-16 10:31:20.096183,17,8253272064,10.9495601173,0,0,0,0
2018-07-16 10:31:24.116943,18,8253272064,10.9865102639,0,0,0,0
2018-07-16 10:31:28.137630,19,8253267968,11.011143695,0,0,0,0
2018-07-16 10:31:32.157751,20,8253267968,11.011143695,0,0,0,0
2018-07-16 10:31:36.178628,21,8253267968,10.9741935484,0,0,0,0
2018-07-16 10:31:40.199186,22,8253267968,10.9988269795,0,0,0,0
2018-07-16 10:31:44.219900,23,8253267968,10.9495601173,0,0,0,0
2018-07-16 10:31:48.240682,24,8253267968,10.9988269795,0,0,0,0
