,timestamp,pulse
0,2018-07-20 09:24:16.285195,0.0
41601,2018-07-20 09:24:20.285195,28.0
41602,2018-07-20 09:24:24.316431,44.0
41603,2018-07-20 09:24:28.347025,43.0
41604,2018-07-20 09:24:32.378399,42.0
41605,2018-07-20 09:24:36.409332,40.0
41606,2018-07-20 09:24:40.439998,40.0
41607,2018-07-20 09:24:44.470381,40.0
41608,2018-07-20 09:24:48.500324,40.0
41609,2018-07-20 09:24:52.531669,40.0
41610,2018-07-20 09:24:56.562354,41.0
41611,2018-07-20 09:25:00.593652,40.0
41612,2018-07-20 09:25:04.625439,41.0
41613,2018-07-20 09:25:08.656840,40.0
41614,2018-07-20 09:25:12.687268,40.0
41615,2018-07-20 09:25:16.717143,40.0
41616,2018-07-20 09:25:20.748406,40.0
41617,2018-07-20 09:25:24.779430,41.0
41618,2018-07-20 09:25:28.810962,40.0
41619,2018-07-20 09:25:32.842284,40.0
41620,2018-07-20 09:25:36.874168,41.0
41621,2018-07-20 09:25:40.905427,41.0
41622,2018-07-20 09:25:44.936526,41.0
41623,2018-07-20 09:25:48.967827,41.0
41624,2018-07-20 09:25:52.999070,41.0
41625,2018-07-20 09:25:57.029933,41.0
41626,2018-07-20 09:26:01.060564,41.0
41627,2018-07-20 09:26:05.090837,41.0
41628,2018-07-20 09:26:09.122171,41.0
41629,2018-07-20 09:26:13.152278,41.0
41630,2018-07-20 09:26:17.182873,41.0
41631,2018-07-20 09:26:21.214276,41.0
41632,2018-07-20 09:26:25.244569,41.0
41633,2018-07-20 09:26:29.274769,41.0
41634,2018-07-20 09:26:33.306309,41.0
41635,2018-07-20 09:26:37.336863,41.0
41636,2018-07-20 09:26:41.368533,41.0
41637,2018-07-20 09:26:45.398634,41.0
41638,2018-07-20 09:26:49.429356,41.0
41639,2018-07-20 09:26:53.460442,41.0
41640,2018-07-20 09:26:57.491473,41.0
41641,2018-07-20 09:27:01.522758,41.0
41642,2018-07-20 09:27:05.553829,41.0
41643,2018-07-20 09:27:09.584048,41.0
41644,2018-07-20 09:27:13.615280,40.0
41645,2018-07-20 09:27:17.646576,40.0
41646,2018-07-20 09:27:21.677229,40.0
41647,2018-07-20 09:27:25.708116,40.0
41648,2018-07-20 09:27:29.739220,40.0
41649,2018-07-20 09:27:33.769191,40.0
