,timestamp,pulse
0,2018-07-30 05:10:11.461171,0
57871,2018-07-30 05:10:15.461171,20
57872,2018-07-30 05:10:19.491553,40
57873,2018-07-30 05:10:23.521223,41
57874,2018-07-30 05:10:27.551163,40
57875,2018-07-30 05:10:31.581125,34
57876,2018-07-30 05:10:35.612501,30
57877,2018-07-30 05:10:39.642823,27
57878,2018-07-30 05:10:43.672596,27
57879,2018-07-30 05:10:47.702127,28
57880,2018-07-30 05:10:51.732910,27
57881,2018-07-30 05:10:55.763344,27
57882,2018-07-30 05:10:59.793346,27
57883,2018-07-30 05:11:03.824245,26
57884,2018-07-30 05:11:07.854013,27
57885,2018-07-30 05:11:11.883782,27
57886,2018-07-30 05:11:15.914041,27
57887,2018-07-30 05:11:19.944032,27
57888,2018-07-30 05:11:23.973935,27
57889,2018-07-30 05:11:28.004216,27
57890,2018-07-30 05:11:32.035805,27
57891,2018-07-30 05:11:36.065370,27
57892,2018-07-30 05:11:40.094885,27
57893,2018-07-30 05:11:44.125016,27
57894,2018-07-30 05:11:48.154940,27
57895,2018-07-30 05:11:52.186764,27
57896,2018-07-30 05:11:56.217589,27
57897,2018-07-30 05:12:00.247310,27
57898,2018-07-30 05:12:04.277968,27
57899,2018-07-30 05:12:08.308439,27
57900,2018-07-30 05:12:12.339347,27
57901,2018-07-30 05:12:16.369467,27
57902,2018-07-30 05:12:20.400290,27
57903,2018-07-30 05:12:24.431076,27
57904,2018-07-30 05:12:28.461016,27
57905,2018-07-30 05:12:32.490145,27
57906,2018-07-30 05:12:36.520940,26
57907,2018-07-30 05:12:40.551177,26
57908,2018-07-30 05:12:44.581250,27
57909,2018-07-30 05:12:48.611273,27
57910,2018-07-30 05:12:52.641207,27
57911,2018-07-30 05:12:56.672326,27
57912,2018-07-30 05:13:00.702638,27
57913,2018-07-30 05:13:04.732324,26
57914,2018-07-30 05:13:08.763005,26
57915,2018-07-30 05:13:12.793507,27
57916,2018-07-30 05:13:16.824517,27
57917,2018-07-30 05:13:20.853895,27
57918,2018-07-30 05:13:24.883872,27
57919,2018-07-30 05:13:28.913601,27
57920,2018-07-30 05:13:32.943481,27
57921,2018-07-30 05:13:36.973084,27
57922,2018-07-30 05:13:41.004127,27
57923,2018-07-30 05:13:45.033828,26
57924,2018-07-30 05:13:49.064003,26
57925,2018-07-30 05:13:53.093441,26
57926,2018-07-30 05:13:57.123827,27
57927,2018-07-30 05:14:01.153660,27
57928,2018-07-30 05:14:05.183423,27
57929,2018-07-30 05:14:09.214036,27
57930,2018-07-30 05:14:13.243134,27
57931,2018-07-30 05:14:17.273575,27
57932,2018-07-30 05:14:21.304499,26
57933,2018-07-30 05:14:25.335917,26
57934,2018-07-30 05:14:29.365761,27
57935,2018-07-30 05:14:33.395691,27
57936,2018-07-30 05:14:37.426938,27
57937,2018-07-30 05:14:41.456837,27
57938,2018-07-30 05:14:45.487219,27
57939,2018-07-30 05:14:49.517879,26
57940,2018-07-30 05:14:53.548152,26
57941,2018-07-30 05:14:57.578344,27
