,timestamp,pulse
0,2018-08-19 20:15:53.248738,0
52104,2018-08-19 20:15:57.248738,6
52105,2018-08-19 20:16:01.279706,43
52106,2018-08-19 20:16:05.311225,41
52107,2018-08-19 20:16:09.341893,38
52108,2018-08-19 20:16:13.372186,33
52109,2018-08-19 20:16:17.402718,32
52110,2018-08-19 20:16:21.434012,32
52111,2018-08-19 20:16:25.465009,32
52112,2018-08-19 20:16:29.496470,32
52113,2018-08-19 20:16:33.526565,32
52114,2018-08-19 20:16:37.556923,32
52115,2018-08-19 20:16:41.587913,31
52116,2018-08-19 20:16:45.620174,31
52117,2018-08-19 20:16:49.650388,31
52118,2018-08-19 20:16:53.681958,31
52119,2018-08-19 20:16:57.713273,31
52120,2018-08-19 20:17:01.744195,31
52121,2018-08-19 20:17:05.773660,32
52122,2018-08-19 20:17:09.804747,32
52123,2018-08-19 20:17:13.835205,31
52124,2018-08-19 20:17:17.865612,32
52125,2018-08-19 20:17:21.896983,32
52126,2018-08-19 20:17:25.927823,32
52127,2018-08-19 20:17:29.958111,32
52128,2018-08-19 20:17:33.988722,32
52129,2018-08-19 20:17:38.018673,32
52130,2018-08-19 20:17:42.049037,31
52131,2018-08-19 20:17:46.078592,32
52132,2018-08-19 20:17:50.109926,32
52133,2018-08-19 20:17:54.139869,31
52134,2018-08-19 20:17:58.169905,32
52135,2018-08-19 20:18:02.199455,32
52136,2018-08-19 20:18:06.230590,32
52137,2018-08-19 20:18:10.260614,31
52138,2018-08-19 20:18:14.291564,32
52139,2018-08-19 20:18:18.322572,32
52140,2018-08-19 20:18:22.353623,32
52141,2018-08-19 20:18:26.383074,32
52142,2018-08-19 20:18:30.413163,32
52143,2018-08-19 20:18:34.443143,32
52144,2018-08-19 20:18:38.474488,32
52145,2018-08-19 20:18:42.504996,32
52146,2018-08-19 20:18:46.536444,32
52147,2018-08-19 20:18:50.566296,31
52148,2018-08-19 20:18:54.596466,31
52149,2018-08-19 20:18:58.627134,32
52150,2018-08-19 20:19:02.658449,31
52151,2018-08-19 20:19:06.688475,31
52152,2018-08-19 20:19:10.719555,31
52153,2018-08-19 20:19:14.751281,31
52154,2018-08-19 20:19:18.781729,31
52155,2018-08-19 20:19:22.812119,31
52156,2018-08-19 20:19:26.843216,31
52157,2018-08-19 20:19:30.874230,31
52158,2018-08-19 20:19:34.903956,31
52159,2018-08-19 20:19:38.934342,32
52160,2018-08-19 20:19:42.964106,32
52161,2018-08-19 20:19:46.995272,32
52162,2018-08-19 20:19:51.026337,31
52163,2018-08-19 20:19:55.057427,31
52164,2018-08-19 20:19:59.088520,31
52165,2018-08-19 20:20:03.119249,31
52166,2018-08-19 20:20:07.150440,31
52167,2018-08-19 20:20:11.180320,31
52168,2018-08-19 20:20:15.210606,32
52169,2018-08-19 20:20:19.240346,32
52170,2018-08-19 20:20:23.270989,32
52171,2018-08-19 20:20:27.302084,32
52172,2018-08-19 20:20:31.333118,32
52173,2018-08-19 20:20:35.363290,32
52174,2018-08-19 20:20:39.394933,32
52175,2018-08-19 20:20:43.425773,32
52176,2018-08-19 20:20:47.455984,32
52177,2018-08-19 20:20:51.487420,32
