"CIWS Data Logger Output File","","","","","","",""
"DataloggerName: 0004","","","","","","",""
"SiteName: Site 0004","","","","","","",""
"SiteDescription: Neptune T10 Residential Water Meter","","","","","","",""
"TimeStamp","RecordNumber","Mem_Space_Available","Battery_Voltage","Water_Meter_Pulses","N/A","N/A","N/A"
"2018-08-06 10:19:36.235582","1","10307973120","10.6785923754","0","0","0","0"
"2018-08-06 10:19:40.260671","2","10307973120","10.6293255132","0","0","0","0"
"2018-08-06 10:19:44.283552","3","10307973120","10.6416422287","0","0","0","0"
"2018-08-06 10:19:48.307604","4","10307973120","10.6785923754","0","0","0","0"
"2018-08-06 10:19:52.329138","5","10307973120","10.6909090909","0","0","0","0"
"2018-08-06 10:19:56.349576","6","10307973120","10.6539589443","0","0","0","0"
"2018-08-06 10:20:00.371044","7","10307969024","10.7032258065","0","0","0","0"
"2018-08-06 10:20:04.391302","8","10307969024","10.6909090909","0","0","0","0"
"2018-08-06 10:20:08.412864","9","10307969024","10.6539589443","0","0","0","0"
"2018-08-06 10:20:12.434882","10","10307969024","10.6416422287","0","0","0","0"
"2018-08-06 10:20:16.455765","11","10307969024","10.6416422287","0","0","0","0"
"2018-08-06 10:20:20.477119","12","10307969024","10.6416422287","0","0","0","0"
"2018-08-06 10:20:24.497607","13","10307969024","10.6662756598","0","0","0","0"
"2018-08-06 10:20:28.519372","14","10307964928","10.6662756598","0","0","0","0"
"2018-08-06 10:20:32.547377","15","10307964928","10.6293255132","1","1","0","0"
"2018-08-06 10:20:36.568424","16","10307964928","10.6293255132","0","0","0","0"
"2018-08-06 10:20:40.589109","17","10307964928","10.6662756598","0","0","0","0"
"2018-08-06 10:20:44.610346","18","10307964928","10.6416422287","0","0","0","0"
"2018-08-06 10:20:48.631716","19","10307964928","10.6293255132","0","0","0","0"
"2018-08-06 10:20:52.652511","20","10307964928","10.6170087977","0","0","0","0"
"2018-08-06 10:20:56.674528","21","10307960832","10.6539589443","0","0","0","0"
"2018-08-06 10:21:00.696950","22","10307960832","10.715542522","0","0","0","0"
