CIWS Data Logger Output File
DataloggerName: 0004
SiteName: Site 0004
SiteDescription: Neptune T10 Residential Water Meter
TimeStamp,RecordNumber,Mem_Space_Available,Battery_Voltage,Water_Meter_Pulses,N/A,N/A,N/A
2018-06-04 14:14:39.004759,1,10356854784,10.9002932551,0,0,0,0
2018-06-04 14:14:43.050522,2,10356854784,10.9372434018,0,0,0,0
2018-06-04 14:14:47.071314,3,10356850688,10.9126099707,0,0,0,0
2018-06-04 14:14:51.092650,4,10356850688,10.9618768328,0,0,0,0
2018-06-04 14:14:55.113136,5,10356850688,10.8879765396,0,0,0,0
2018-06-04 14:14:59.134984,6,10356850688,10.9741935484,0,0,0,0
2018-06-04 14:15:03.155400,7,10356850688,10.9372434018,0,0,0,0
2018-06-04 14:15:07.175929,8,10356850688,10.9618768328,0,0,0,0
2018-06-04 14:15:11.197333,9,10356850688,10.9618768328,0,0,0,0
2018-06-04 14:15:15.219525,10,10356846592,10.9002932551,0,0,0,0
2018-06-04 14:15:19.240753,11,10356846592,10.9741935484,0,0,0,0
2018-06-04 14:15:23.260954,12,10356846592,10.9249266862,0,0,0,0
2018-06-04 14:15:27.282682,13,10356846592,10.9249266862,0,0,0,0
2018-06-04 14:15:31.304402,14,10356846592,10.9741935484,0,0,0,0
2018-06-04 14:15:35.324949,15,10356846592,10.9495601173,0,0,0,0
2018-06-04 14:15:39.346383,16,10356846592,10.9249266862,0,0,0,0
2018-06-04 14:15:43.367845,17,10356846592,10.9865102639,0,0,0,0
2018-06-04 14:15:47.388777,18,10356842496,10.9249266862,0,0,0,0
2018-06-04 14:15:51.410949,19,10356842496,10.9495601173,0,0,0,0
2018-06-04 14:15:55.432982,20,10356842496,10.9249266862,0,0,0,0
2018-06-04 14:15:59.453393,21,10356842496,10.9372434018,0,0,0,0
2018-06-04 14:16:03.474314,22,10356842496,10.9002932551,0,0,0,0
2018-06-04 14:16:07.494823,23,10356842496,10.9126099707,0,0,0,0
2018-06-04 14:16:11.515686,24,10356842496,10.8879765396,0,0,0,0
2018-06-04 14:16:15.537377,25,10356838400,10.9495601173,0,0,0,0
2018-06-04 14:16:19.557983,26,10356838400,10.9002932551,0,0,0,0
