CIWS Data Logger Output File
DataloggerName: 0004
SiteName: Site 0004
SiteDescription: Neptune T10 Residential Water Meter
TimeStamp,RecordNumber,Mem_Space_Available,Battery_Voltage,Water_Meter_Pulses,N/A,N/A,N/A
2018-07-05 11:38:14.049331,1,10324193280,10.9126099707,4,0,0,0
2018-07-05 11:38:18.092339,2,10324193280,10.9865102639,3,0,0,0
2018-07-05 11:38:22.112003,3,10324193280,10.9495601173,4,0,0,0
2018-07-05 11:38:26.130414,4,10324189184,10.9865102639,3,0,0,0
2018-07-05 11:38:30.149802,5,10324189184,10.9741935484,3,0,0,0
2018-07-05 11:38:34.168535,6,10324189184,10.9865102639,4,0,0,0
2018-07-05 11:38:38.188352,7,10324189184,10.9002932551,3,0,0,0
2018-07-05 11:38:42.206432,8,10324189184,10.9126099707,4,0,0,0
2018-07-05 11:38:46.225429,9,10324189184,10.875659824,3,0,0,0
2018-07-05 11:38:50.243966,10,10324189184,10.9002932551,4,0,0,0
2018-07-05 11:38:54.262880,11,10324185088,10.8879765396,3,0,0,0
2018-07-05 11:38:58.281942,12,10324185088,10.8879765396,3,0,0,0
2018-07-05 11:39:02.301172,13,10324185088,10.9372434018,4,0,0,0
2018-07-05 11:39:06.320867,14,10324185088,10.875659824,3,0,0,0
2018-07-05 11:39:10.340502,15,10324185088,10.875659824,3,0,0,0
2018-07-05 11:39:14.358287,16,10324185088,10.875659824,4,0,0,0
2018-07-05 11:39:18.377943,17,10324185088,10.875659824,3,0,0,0
2018-07-05 11:39:22.397086,18,10324185088,10.9249266862,4,0,0,0
2018-07-05 11:39:26.415901,19,10324180992,10.8879765396,3,0,0,0
2018-07-05 11:39:30.434491,20,10324180992,10.875659824,4,0,0,0
2018-07-05 11:39:34.453657,21,10324180992,10.9126099707,3,0,0,0
2018-07-05 11:39:38.472326,22,10324180992,10.9249266862,4,0,0,0
2018-07-05 11:39:42.490240,23,10324180992,10.9372434018,3,0,0,0
2018-07-05 11:39:46.508221,24,10324180992,10.9126099707,3,0,0,0
2018-07-05 11:39:50.528128,25,10324180992,10.851026393,4,0,0,0
2018-07-05 11:39:54.546663,26,10324176896,10.875659824,3,0,0,0
2018-07-05 11:39:58.565744,27,10324176896,10.851026393,4,0,0,0
2018-07-05 11:40:02.584122,28,10324176896,10.8879765396,3,0,0,0
2018-07-05 11:40:06.603702,29,10324176896,10.8263929619,4,0,0,0
2018-07-05 11:40:10.623265,30,10324176896,10.851026393,3,0,0,0
2018-07-05 11:40:14.642766,31,10324176896,10.851026393,4,0,0,0
2018-07-05 11:40:18.660807,32,10324176896,10.875659824,3,0,0,0
2018-07-05 11:40:22.678399,33,10324172800,10.851026393,4,0,0,0
2018-07-05 11:40:26.697515,34,10324172800,10.8879765396,3,0,0,0
2018-07-05 11:40:30.715605,35,10324172800,10.8263929619,4,0,0,0
2018-07-05 11:40:34.734705,36,10324172800,10.8633431085,4,0,0,0
2018-07-05 11:40:38.752918,37,10324172800,10.851026393,3,0,0,0
2018-07-05 11:40:42.771939,38,10324172800,10.9002932551,4,0,0,0
2018-07-05 11:40:46.790317,39,10324172800,10.8387096774,3,0,0,0
2018-07-05 11:40:50.809146,40,10324168704,10.8387096774,4,0,0,0
2018-07-05 11:40:54.827128,41,10324168704,10.8387096774,3,0,0,0
2018-07-05 11:40:58.845822,42,10324168704,10.9002932551,4,0,0,0
2018-07-05 11:41:02.864837,43,10324168704,10.8633431085,3,0,0,0
2018-07-05 11:41:06.884113,44,10324168704,10.8387096774,4,0,0,0
2018-07-05 11:41:10.903192,45,10324168704,10.8387096774,4,0,0,0
